,선수명: ,등번호: ,생년월일: ,포지션: ,신장/체중: ,경력: ,입단 계약금: ,연봉: ,지명순위: ,입단년도: 
79191,배우열,18,1986년 05월 19일,투수(우투양타),181cm/80kg,신곡초-수원북중-야탑고-경희대-LG-상무-LG,,,09 LG 육성선수,09LG
79192,채은성,55,1990년 02월 06일,외야수(우투우타),186cm/92kg,순천북초-순천이수중-효천고,,32000만원,09 LG 육성선수,14LG
79194,이현우,115,1990년 05월 15일,투수(좌투좌타),181cm/84kg,율하초-경상중-대구고,,,09 LG 육성선수,
79195,임도희,95,1985년 04월 01일,내야수(우투우타),cm/kg,휘문고-연세대,,,,
79196,차화준,65,1990년 08월 24일,내야수(우투좌타),171cm/72kg,대연초-부산중-부산고-LG,,,09 LG 육성선수,
79198,윤진호,77,1986년 06월 23일,(우투우타),178cm/78kg,광주화정초-충장중-광주제일고-인하대-LG,,,09 LG 육성선수,09LG
79199,바우어,99,1977년 01월 10일,투수(우투우타),198cm/105kg,미국 트레져밸리대-LG,,,,
79215,박건우,37,1990년 09월 08일,외야수(우투우타),184cm/80kg,역삼초-서울이수중-서울고-두산-경찰,10000만원,45000만원,09 두산 2차 2라운드 10순위,09두산
79222,성영훈,100,1990년 06월 24일,투수(우투우타),180cm/82kg,서울구암초-덕수중-덕수고,,,09 두산 1차,09두산
79225,왓슨,25,1978년 09월 05일,외야수(우투좌타),180cm/90kg,미국 싸비에대-두산,,,,
79229,유희관,29,1986년 06월 01일,투수(좌투좌타),180cm/88kg,방배초-서울이수중-장충고-중앙대-두산-상무,4000만원,47000만원,09 두산 2차 6라운드 42순위,09두산
79230,세데뇨,30,1983년 08월 19일,투수(좌투좌타),185cm/88kg,도미니카-두산,,,,
79231,정수빈,31,1990년 10월 07일,외야수(좌투좌타),175cm/70kg,신곡초-수원북중-유신고-두산-경찰,6000만원,34000만원,09 두산 2차 5라운드 39순위,09두산
79234,김진형,63,1990년 06월 07일,내야수(우투우타),179cm/83kg,신봉초-선린중-선린인터넷고-두산-상무-두산,,,09 두산 2차 7라운드 54순위,09두산
79235,조승수,18,1990년 06월 09일,투수(우투우타),191cm/73kg,서울도곡초-휘문중-휘문고,,,09 두산 2차 3라운드 23순위,09두산
79240,허경민,13,1990년 08월 26일,내야수(우투우타),176cm/69kg,송정동초-충장중-광주제일고-두산-경찰,13000만원,48000만원,09 두산 2차 1라운드 7순위,09두산
79246,배건하,54,1990년 10월 17일,내야수(우투우타),182cm/80kg,구암초-덕수중-덕수고-두산,,,09 두산 2차 4라운드 26순위,09두산
79289,이현민,89,1990년 07월 11일,외야수(우투우타),180cm/78kg,도곡초-대치중-덕수고,,,,
79290,국해성,15,1989년 10월 08일,외야수(우투양타),180cm/94kg,군산중앙초-동인천중-인천고,,4500만원,08 두산 육성선수,09두산
79291,안동현,66,1986년 12월 24일,내야수(우투우타),182cm/74kg,언북초-휘문중-휘문고-고려대,,,,
79292,신효철,92,1990년 07월 08일,내야수(우투좌타),175cm/70kg,사당초-언북중-서울고,,,,
79293,오현택,15,1985년 07월 17일,투수(우언우타),180cm/73kg,서울이수초-서울이수중-장충고-원광대-두산-상무-두산,,6000만원,08 두산 육성선수,09두산
79294,김영재,94,1986년 03월 27일,외야수(우투우타),185cm/92kg,서흥초-동인천중-인천고-건국대,,,,
79300,김지수,86,1986년 08월 23일,(우투우타),180cm/81kg,서일초(서초구리틀)-서울경원중-중앙고-동국대-히어로즈-넥센-경찰-넥센-키,,,09 히어로즈 2차 5라운드 35순위,09히어로즈
79334,장영석,56,1990년 05월 14일,내야수(우투우타),186cm/100kg,신도초-성남중-부천고-(방송통신대)-히어로즈-넥센-경찰-넥센-키움,13000만원,7500만원,09 히어로즈 2차 1라운드 3순위,09히어로즈
79339,전인환,66,1990년 06월 04일,투수(우투우타),183cm/83kg,서울학동초-대치중-서울고,,,09 히어로즈 2차 6라운드 46순위,15LG
79349,고원준,17,1990년 06월 23일,투수(우투우타),181cm/85kg,신광초-천안북중-북일고-히어로즈-넥센-롯데-상무-롯데,,,09 히어로즈 2차 2라운드 14순위,09히어로즈
79356,박헌도,27,1987년 01월 01일,외야수(우투우타),178cm/102kg,사파초-창원신월중-용마고-경성대-히어로즈-상무-넥센,,,09 히어로즈 2차 4라운드 30순위,09히어로즈
79358,강윤구,68,1990년 07월 10일,투수(좌투좌타),183cm/89kg,서울이수초-서울경원중-장충고-히어로즈-넥센-상무-넥센,12000만원,15500만원,09 히어로즈 1차,09히어로즈
79360,김종문,97,1990년 04월 03일,내야수(우투우타),185cm/93kg,순천북초-진흥중-경기고-히어로즈-넥센,,,,
79364,김종민,47,1986년 03월 30일,포수(우투우타),176cm/85kg,대전신흥초-충남중-대전고-단국대-KT-NC,,4800만원,09 히어로즈 육성선수,14KT
79365,박동원,27,1990년 04월 07일,포수(우투우타),179cm/92kg,양정초-개성중-개성고-히어로즈-넥센-상무-넥센,6000만원,22500만원,09 히어로즈 2차 3라운드 19순위,09히어로즈
79402,김상수,7,1990년 03월 23일,내야수(우투우타),175cm/68kg,대구옥산초-경복중-경북고,28000만원,25000만원,09 삼성 1차,09삼성
79430,나이트,71,1975년 10월 01일,(우투좌타),182cm/79kg,미국 Ventura(대)-삼성-넥센,,,09 삼성 자유선발,09삼성
79435,크루세타,35,1981년 07월 04일,투수(우투우타),188cm/97kg,도미니카 헥터가르시아고도이대,,,09 삼성 자유선발,04클리블랜드
79440,정인욱,11,1990년 12월 18일,투수(우투우타),186cm/85kg,본리초-경운중-대구고-삼성-상무,10000만원,5000만원,09 삼성 2차 3라운드 21순위,09삼성
79442,이우선,99,1983년 04월 19일,(우투우타),179cm/83kg,동명초-대헌중-안산공고-성균관대-상무-삼성,,,09 삼성 육성선수,07상무
79443,김지호,93,1986년 08월 10일,포수(우투우타),177cm/78kg,공주중동초-공주중-공주고-호원대,,,09 삼성 육성선수,15NC
79448,박민규,37,1990년 09월 12일,투수(좌투좌타),180cm/76kg,금동초-경남중-경남고-삼성-경찰,,,09 삼성 2차 1라운드 5순위,09삼성
79449,이성훈,49,1989년 11월 26일,투수(우언우타),177cm/75kg,대구수창초-대구중-상원고-삼성,,,,
79453,오정복,27,1986년 10월 13일,외야수(우투우타),177cm/75kg,삼성초-내동중-용마고-인하대-삼성-NC-경찰-NC,,,09 삼성 2차 7라운드 53순위,09삼성
79456,이지영,56,1986년 02월 27일,포수(우투우타),178cm/85kg,서화초-신흥중-제물포고-경성대-삼성-상무-삼성,,30000만원,08 삼성 육성선수,09삼성
79459,정형식,51,1991년 01월 28일,외야수(우투좌타),178cm/73kg,화정초-진흥중-진흥고-삼성,,,09 삼성 2차 2라운드 12순위,09삼성
79460,임익현,60,1990년 08월 16일,투수(우투좌타),185cm/88kg,화정초-충장중-동성고-(대구사이버대),,,09 삼성 2차 6라운드 44순위,09삼성
79461,에르난데스,61,1980년 04월 27일,투수(우투우타),185cm/113kg,도미니카 세사니콜라스펜손고-삼성,,,,
79462,최천수,62,1990년 05월 13일,포수(우투우타),178cm/88kg,관산초-성남중-성남고-(대구사이버대),,,09 삼성 2차 8라운드 57순위,
79465,배영섭,23,1986년 06월 27일,외야수(우투우타),178cm/78kg,신곡초-수원북중-유신고-동국대-삼성-경찰-삼성,,,09 삼성 2차 4라운드 28순위,09삼성
79468,양지훈,44,1985년 04월 15일,투수(우언우타),183cm/82kg,순천북초-이수중-효천고-한일장신대-삼성-경찰,,,09 삼성 2차 5라운드 37순위,09삼성
79473,나가시마,73,1961년 11월 12일,(좌투좌타),170cm/80kg,일본 시즈오카공고,,,,
79530,양종민,13,1990년 10월 09일,내야수(우투우타),181cm/81kg,사당초-강남중-덕수고-(영남사이버대)-롯데-두산,9000만원,3600만원,09 롯데 2차 2라운드 15순위,09롯데
79535,허준혁,56,1990년 09월 30일,투수(좌투좌타),183cm/82kg,백마초-홍은중-휘문고-(영남사이버대)-롯데-SK-두산-상무,,,09 롯데 2차 3라운드 18순위,09롯데
79540,오수호,30,1990년 04월 20일,투수(우투우타),175cm/98kg,부산중앙초-대천중-부산고-롯데-SK,,,09 롯데 1차,09롯데
79543,서성민,38,1990년 08월 01일,투수(우투우타),186cm/90kg,포항대해초-포항중-구미전자공고-(영남사이버대),,,09 롯데 2차 5라운드 34순위,
79544,오장훈,42,1984년 05월 19일,투수(우투우타),186cm/100kg,영일초-영남중-성남고-홍익대-롯데,,,08 롯데 육성선수,09롯데
79545,진명호,48,1989년 03월 20일,투수(우투좌타),192cm/98kg,진북초-전라중-효천고-(영남사이버대)-롯데-상무,15000만원,12500만원,09 롯데 2차 1라운드 2순위,09롯데
79557,민경수,57,1986년 03월 20일,투수(우언우타),178cm/81kg,대전신흥초-충남중-대전고-동아대,,,09 롯데 2차 4라운드 31순위,
79565,권영준,23,1986년 06월 04일,내야수(우투좌타),176cm/80kg,달북초-사직중-부산고-고려대-롯데-경찰,,,09 롯데 2차 6라운드 47순위,09롯데
79596,애킨스,96,1977년 08월 30일,투수(우투우타),180cm/95kg,웨인고-미국 오클라호마대-롯데,,,,
79604,손정훈,5,1986년 01월 14일,내야수(우투좌타),178cm/74kg,신학초-홍은중-덕수고-경희대-KIA,,,09 KIA 2차 3라운드 17순위,
79608,안치홍,13,1990년 07월 02일,내야수(우투우타),178cm/97kg,구지초(구리리틀)-대치중-서울고-KIA-경찰-KIA,18000만원,29000만원,09 KIA 2차 1라운드 1순위,09KIA
79617,정용운,49,1990년 07월 06일,투수(좌투좌타),186cm/88kg,인헌초-선린중-충암고-KIA,12000만원,5000만원,09 KIA 2차 2라운드 16순위,09KIA
79621,정성철,61,1990년 04월 21일,투수(우투우타),183cm/83kg,대성초-무등중-광주제일고-KIA,,,09 KIA 1차,
79642,장태성,42,1986년 12월 15일,내야수(우투우타),182cm/78kg,내덕초-청주중-청주기공고-계명대-KIA,,,09 KIA 2차 9라운드 62순위,
79644,로페즈,33,1975년 04월 21일,투수(우투우타),190cm/84kg,도미니카 차르카스고-KIA-SK,,,09 KIA 자유선발,
79650,구톰슨,50,1977년 01월 11일,투수(우투우타),188cm/91kg,미국 에드몬즈 커뮤니티대-KIA,,,,
79653,윤효섭,011,1990년 10월 24일,외야수(우투좌타),170cm/72kg,효덕초-동성중-동성고,,,09 KIA 2차 6라운드 48순위,09KIA
79656,양동일,56,1985년 04월 08일,투수(우투우타),181cm/80kg,서석초-진흥중-진흥고-경희대,,,09 KIA 2차 5라운드 33순위,
79657,박상혁,19,1990년 03월 07일,투수(좌투좌타),187cm/74kg,양덕초-마산동중-마산고-KIA-NC-상무,,,09 KIA 2차 4라운드 32순위,09KIA
79658,조동현,58,1984년 04월 16일,투수(우투우타),185cm/86kg,영도초-경남중-경남고-한양대-KIA,,,03 KIA 2차 7라운드 52순위,
79662,유승룡,62,1986년 01월 29일,내야수(우투우타),174cm/70kg,서석초-진흥중-진흥고-동아대-KIA,,,09 KIA 2차 7라운드 49순위,
79664,유휘봉,111,1991년 02월 26일,외야수(우투우타),178cm/90kg,목포대성초-여수중-화순고,,,09 KIA 2차 8라운드 61순위,
79704,김강석,4,1985년 09월 08일,외야수(우투좌타),177cm/74kg,화곡초-신월중-제물포고-경성대-한화-상무,,,09 한화 2차 6라운드 43순위,09한화
79705,김회성,24,1985년 12월 04일,내야수(우투우타),190cm/92kg,대전신흥초-한밭중-세광고-경성대-한화-경찰,10000만원,6500만원,09 한화 1차,09한화
79720,강병수,20,1984년 04월 16일,내야수(우투우타),186cm/86kg,일본 후꾸지야마 세이비고-한화,,,,
79725,디아즈,27,1981년 12월 10일,외야수(우투우타),188cm/94kg,도미니카 그레이슨 컨츄리대-한화,,,,
79727,연지,27,1977년 01월 05일,투수(우투우타),195cm/100kg,미국 버크넬대-한화,,,,
79746,허유강,19,1986년 11월 16일,투수(우언우타),180cm/82kg,둔촌초-잠신중-경기고-성균관대-한화-경찰,,,09 한화 2차 2라운드 11순위,09한화
79748,구본범,63,1987년 02월 08일,투수(우투우타),191cm/91kg,인헌초-성남중-성남고-원광대-한화-경찰,,,09 한화 2차 1라운드 6순위,09한화
79758,황재규,80,1986년 04월 16일,투수(우투우타),175cm/85kg,수유초-청원중-청원고-성균관대,,,09 한화 2차 5라운드 38순위,09한화 
79760,박성호,30,1986년 07월 04일,투수(우투우타),197cm/115kg,명서초-대천중-부산고-고려대-한화-KIA-상무-KIA,,,09 한화 2차 4라운드 27순위,09한화
79761,김주,61,1989년 03월 02일,투수(우투우타),200cm/96kg,부곡초-수원북중-유신고,,,08 한화 육성선수,09한화
79764,장민재,36,1990년 03월 19일,투수(우투우타),184cm/98kg,광주화정초-무등중-광주제일고,8000만원,11000만원,09 한화 2차 3라운드 22순위,09한화
79791,김동호,41,1985년 09월 10일,투수(우투우타),185cm/91kg,대구수창초-성광중-대구고-영남대,,,09 한화 육성선수,15삼성
79804,하지호,4,1984년 12월 16일,내야수(우투우타),177cm/76kg,잠원초-경원중-중앙고-성균관대,,,08 SK 육성선수,
79817,박현준,11,1986년 09월 22일,투수(우언우타),185cm/90kg,금평초-전주동중-전주고-경희대-SK,,,09 SK 2차 1라운드 8순위,09SK
79825,여건욱,54,1986년 09월 16일,투수(우투우타),185cm/92kg,광주서림초-광주동성중-광주제일고-고려대-SK-경찰-SK,5000만원,7000만원,09 SK 2차 5라운드 40순위,09SK
79840,윤석주,19,1990년 04월 27일,투수(우투우타),181cm/76kg,언북초-언북중-야탑고-SK-상무,,,09 SK 2차 3라운드 24순위,09SK
79844,박정환,44,1986년 03월 14일,(우투우타),180cm/83kg,학강초-동성중-동성고-성균관대,,,,
79847,김태훈,51,1990년 05월 19일,투수(좌투좌타),176cm/88kg,동구초(구리리틀)-구리인창중-구리인창고-SK-상무,10000만원,24000만원,09 SK 1차,09SK
79852,김상록,56,1986년 09월 20일,투수(우투우타),178cm/75kg,양정초-개성중-경남고-중앙대,,,09 SK 2차 6라운드 41순위,
79854,카도쿠라,88,1973년 03월 09일,(우투우타),191cm/95kg,일본 세이보우가쿠엔고-일본 토호쿠후쿠시대-SK-삼성,,,,
79858,글로버,59,1976년 12월 03일,투수(우투우타),196cm/93kg,미국 디랜드고,,,,
79859,니코스키,94,1973년 03월 09일,투수(좌투좌타),191cm/95kg,미국 세인트존스대-SK-두산,,,,
79866,박상현,54,1989년 11월 22일,내야수(우투우타),177cm/81kg,대성초-진흥중-진흥고,,,09 SK 2차 2라운드 9순위,09SK
79868,김정남,42,1986년 11월 22일,포수(우투좌타),186cm/90kg,성동초-잠신중-청원고-성균관대,,,09 SK 2차 4라운드 25순위,
79869,윤중환,93,1990년 09월 07일,외야수(좌투좌타),180cm/80kg,화곡초-양천중-성남고-SK-경찰-SK,,,09 SK 육성선수,09SK
79888,코우조,87,1962년 01월 02일,(우투양타),170cm/75kg,일본 와카야마상고,,,,09SK코치
79901,강성민,62,1986년 12월 24일,투수(우투우타),182cm/78kg,서석초-무등중-광주제일고-인하대,,,,
79903,김정혁,3,1985년 08월 03일,외야수(우투우타),183cm/78kg,포철공고-동국대,,,,
79908,윤정호,90,1988년 01월 23일,외야수(우투우타),181cm/83kg,장위초(강북리틀)-덕수중-경기고-단국대-상무,,,,
79933,홍순민,33,1986년 09월 09일,외야수(우투좌타),185cm/84kg,배명고-연세대,,,,
79952,김동영,111,1990년 05월 12일,내야수(우투좌타),180cm/78kg,역삼초-이수중-신일고-상무,,,,
80001,강병선,,1965년 05월 09일,외야수(우투우타),0cm/0kg,경희대,,,,
80002,강정남,,1960년 08월 14일,외야수(좌투좌타),0cm/0kg,광주상고-동국대,,,,
80004,김경호,,1963년 04월 07일,포수(우투우타),0cm/0kg,인하대,,,,
80005,김기홍,,1970년 02월 26일,내야수(우투우타),0cm/0kg,덕수상고,,,,
80006,김구길,,1953년 06월 16일,내야수(우투우타),0cm/0kg,인천고,,,,
80008,김선훈,,1969년 12월 16일,내야수(우투우타),0cm/0kg,춘천고,,,,
80010,김성관,,1952년 07월 06일,외야수(우투우타),0cm/0kg,고려대,,,,
80012,김성수,,1962년 05월 07일,외야수(우투우타),0cm/0kg,인천체대,,,,
80013,김성호,,1960년 03월 26일,내야수(우투우타),0cm/0kg,부산고-건국대,,,,
80014,김성호,,1955년 09월 01일,내야수(우투우타),0cm/0kg,영남대,,,,
80015,김승태,,1969년 03월 07일,포수(우투우타),0cm/0kg,충암고,,,,
80016,김신,,1971년 03월 15일,내야수(우투우타),0cm/0kg,한양대,,,,
80017,김영신,,1961년 11월 09일,포수(우투우타),0cm/0kg,동국대,,,,
80018,김용달,87,1956년 05월 10일,(우투우타),180cm/78kg,대구인지초-대구중앙중-대광고-중앙대-MBC,,,,82MBC
80019,김용만,,1958년 07월 26일,포수(우투우타),0cm/0kg,건국대,,,,
80020,김용희,88,1955년 10월 04일,(우투우타),190cm/97kg,동광초-경남중-경남고-고려대-롯데,,,,82롯데
80021,김우근,,1956년 01월 26일,외야수(우투우타),0cm/0kg,건국대,,,,
80022,김응용,70,1941년 09월 15일,(우투우타),185cm/95kg,성지초-개성중-부산상고-우석대,,,,83해태감독
80023,김이수,,1960년 08월 04일,외야수(좌투좌타),0cm/0kg,부산상고-한양대,,,,
80024,김일환,,1954년 01월 11일,내야수(좌투좌타),0cm/0kg,성균관대,,,,
80026,김정무,84,1954년 10월 30일,(우투우타),174cm/79kg,배문고-농협,,,,
80027,김정태,,1957년 01월 01일,내야수(좌투좌타),0cm/0kg,건국대,,,,
80028,김종근,,1960년 03월 16일,내야수(우투우타),0cm/0kg,경남고-중앙대,,,,
80029,김진근,,1956년 03월 16일,내야수(좌투좌타),0cm/0kg,성균관대,,,,
80030,김진우,,1958년 09월 24일,포수(우투우타),0cm/0kg,인천고-인하대,,,,
80031,김진홍,,1962년 09월 10일,포수(우투우타),0cm/0kg,대전고-인하대,,,,
80032,김태업,,1962년 02월 19일,외야수(우투우타),0cm/0kg,광주상고-연세대,,,,
80033,김한조,,1962년 01월 25일,외야수(우투우타),0cm/0kg,경남고-동아대,,,,
80034,김현택,,1962년 05월 09일,외야수(우투우타),0cm/0kg,북일고-동아대,,,,
80036,김휘욱,,1957년 08월 11일,외야수(우투우타),0cm/0kg,한양대,,,,
80038,문주모,,1962년 11월 14일,외야수(우투우타),0cm/0kg,동산고,,,,
80039,박기수,,1959년 11월 27일,내야수(우투우타),0cm/0kg,군산상고-원광대,,,,
80040,박명운,,1959년 07월 17일,포수(우투우타),0cm/0kg,중앙대,,,,
80041,박성현,,1964년 07월 02일,내야수(우투우타),0cm/0kg,광주상고-원광대,,,,
80042,박용성,,1958년 09월 30일,외야수(우투우타),0cm/0kg,동아대,,,,
80043,박재천,,1957년 10월 10일,내야수(우투우타),0cm/0kg,휘문고,,,,
80044,박전섭,,1959년 02월 04일,포수(우투우타),0cm/0kg,동국대,,,,
80045,박종호,,1964년 12월 07일,내야수(우투우타),0cm/0kg,대전고,,,,
80046,박찬,,1955년 04월 26일,외야수(우투우타),0cm/0kg,경북고,,,,
80047,박해종,,1952년 09월 09일,외야수(우투우타),0cm/0kg,연세대,,,,
80048,박희찬,,1963년 05월 01일,외야수(우투우타),0cm/0kg,경남고-동아대,,,,
80049,배원영,,1962년 01월 15일,포수(우투우타),0cm/0kg,세광고-건국대,,,,
80050,사인상,,1960년 12월 18일,내야수(우투우타),0cm/0kg,동대문상,,,,
80052,송경섭,,1960년 11월 26일,내야수(우투우타),0cm/0kg,인하대,,,,
80053,서정환,89,1955년 07월 05일,(우투우타),178cm/76kg,대구신암초-경상중-경북고-건국대-삼성-해태,,,,
80054,송상진,,1962년 03월 22일,내야수(우투우타),0cm/0kg,영남대,,,,
80056,송영운,,1952년 12월 15일,외야수(좌투좌타),0cm/0kg,장충고,,,,
80057,송일수,86,1950년 12월 13일,(우투우타),173cm/75kg,일본 헤이안고-삼성,,,,84삼성
80058,송형석,,1965년 01월 28일,내야수(좌투좌타),0cm/0kg,단국대,,,,
80059,신성철,,1964년 08월 10일,포수(우투우타),0cm/0kg,영남대,,,,
80060,안민석,,1966년 02월 07일,외야수(우투우타),0cm/0kg,영남대,,,,
80070,양현기,,1966년 11월 20일,포수(우투우타),0cm/0kg,광주상고-단국대,,,,
80071,엄태섭,,1959년 07월 17일,외야수(좌투좌타),0cm/0kg,동아대,,,,
80072,오덕환,,1959년 02월 14일,내야수(우투우타),0cm/0kg,세광고,,,,
80073,유고웅,,1958년 12월 21일,내야수(우투우타),0cm/0kg,일본 상관고,,,,
80074,유광진,,1965년 10월 19일,내야수(우투우타),0cm/0kg,경북고-연세대,,,,
80075,유남호,90,1951년 09월 03일,(우투우타),183cm/85kg,선린상고-연세대-해태-태평양,,,,
80077,유성룡,,1960년 07월 18일,내야수(우투우타),0cm/0kg,경기고-중앙대,,,,
80078,유제룡,,1956년 08월 11일,외야수(우투우타),0cm/0kg,휘문고,,,,
80079,윤동균,,1949년 07월 02일,(좌투좌타),0cm/0kg,동대문상고,,,,
80080,윤찬,,1967년 10월 17일,내야수(우투우타),0cm/0kg,미국 밥티스트대,,,,
80081,윤혁,,1967년 05월 22일,외야수(좌투좌타),0cm/0kg,고려대,,,,
80082,윤홍식,,1962년 06월 26일,외야수(우투우타),0cm/0kg,북일고-인하대,,,,
80083,이경수,,1959년 05월 27일,외야수(우투우타),0cm/0kg,한양대,,,,
80084,이군노,,1961년 02월 27일,내야수(우투우타),0cm/0kg,광주상고-성균관대,,,,
80085,이근식,,1959년 06월 23일,외야수(좌투좌타),0cm/0kg,한양대,,,,
80086,이근식,,1958년 03월 02일,외야수(좌투좌타),0cm/0kg,공주고,,,,
80087,이동수,,1962년 08월 05일,투수(우투우타),0cm/0kg,춘천고,,,,
80088,이동완,,1962년 02월 14일,내야수(우투우타),0cm/0kg,부산상고-동아대,,,,
80089,이병억,,1962년 01월 05일,내야수(우투우타),0cm/0kg,인천고-연세대,,,,
80090,이삼열,,1955년 03월 10일,내야수(우투우타),0cm/0kg,대구상고,,,,
80091,이상훈,81,1963년 10월 22일,(우투우타),177cm/90kg,대구수창초-경상중-경북고-연세대-청보-OB,,,,87청보
80092,이석규,,1957년 02월 13일,내야수(우투우타),0cm/0kg,마산상고-동아대,,,,
80093,이성근,,1962년 06월 23일,포수(우투우타),0cm/0kg,대구고-한양대,,,,
80094,이성득,,1953년 07월 21일,내야수(우투우타),0cm/0kg,고려대,,,,
80095,이성수,,1960년 10월 23일,외야수(좌투좌타),0cm/0kg,충암고,,,,
80097,이영구,,1954년 12월 24일,내야수(우투우타),0cm/0kg,일본 오항고,,,,
80098,이재호,,1966년 03월 07일,포수(우투우타),0cm/0kg,경성대,,,,
80099,이정은,,1962년 05월 23일,외야수(우투우타),0cm/0kg,경기고,,,,
80111,이찬선,,1962년 05월 21일,내야수(우투우타),0cm/0kg,동산고,,,,
80112,이춘근,,1948년 03월 01일,외야수(우투우타),0cm/0kg,동산고,,,,
80113,이홍식,,1964년 01월 30일,내야수(우투우타),0cm/0kg,경북고-영남대,,,,
80114,임순태,,1962년 05월 05일,내야수(우투우타),0cm/0kg,대구고-영남대,,,,
80115,임신근,,1949년 11월 28일,내야수(좌투좌타),0cm/0kg,경북고,,,,
80116,임정면,,1958년 09월 17일,내야수(우투우타),0cm/0kg,건국대,,,,
80117,임창호,,1959년 01월 05일,외야수(우투우타),0cm/0kg,건국대,,,,
80201,장정기,,1958년 08월 10일,내야수(우투우타),0cm/0kg,인하대,,,,
80202,장훈,,1961년 06월 26일,내야수(우투우타),0cm/0kg,연세대,,,,
80203,정문섭,,1960년 04월 04일,외야수(우투우타),0cm/0kg,동대문상,,,,
80204,정성만,,1955년 10월 10일,투수(좌투좌타),0cm/0kg,성균관대,,,,
80500,정재훈,,1972년 03월 14일,내야수(우투우타),0cm/0kg,중앙고,,,,
80501,정태관,,1961년 06월 05일,외야수(우투우타),0cm/0kg,대광고-인천전문대,,,,
80502,정학수,,1956년 12월 04일,내야수(우투우타),0cm/0kg,동아대,,,,
80531,조만형,,1970년 01월 12일,내야수(우투우타),0cm/0kg,원광대,,,,
80532,조상헌,,1964년 05월 03일,내야수(우투우타),0cm/0kg,성광고-건국대,,,,
80535,조호,,1957년 09월 22일,내야수(우투우타),0cm/0kg,성균관대,,,,
80536,조흥운,,1954년 08월 13일,내야수(우투우타),0cm/0kg,건국대,,,,
80538,차영석,,1964년 10월 06일,외야수(우투우타),0cm/0kg,한양대,,,,
80539,최광묵,,1960년 01월 01일,외야수(우투우타),0cm/0kg,인천고-인하대,,,,
80560,최무영,,1962년 11월 02일,외야수(우투우타),0cm/0kg,고려대,,,,
80561,최순하,,1955년 01월 15일,포수(우투우타),0cm/0kg,동아대,,,,
80562,최영조,,1963년 01월 15일,내야수(우투우타),0cm/0kg,광주상고,,,,
80574,김경훈,,1957년 01월 10일,포수(우투우타),0cm/0kg,신일고,,,,
80582,최재은,,1961년 08월 24일,외야수(우투우타),0cm/0kg,동대문상고,,,,
80583,최정기,,1956년 07월 16일,포수(우투우타),0cm/0kg,동국대,,,,
80584,추상완,,1971년 01월 28일,내야수(우투우타),0cm/0kg,동래고,,,,
80585,치멜리스,,1967년 07월 27일,내야수(우투우타),0cm/0kg,미국 텍사스주립대,,,,
80587,쿨바,,1966년 06월 13일,내야수(우투우타),0cm/0kg,미국 텍사스대,,,,
80589,탁재원,,1962년 01월 14일,내야수(우투우타),0cm/0kg,중앙대,,,,
80611,하용석,,1966년 06월 23일,포수(우투우타),0cm/0kg,경북고-한양대,,,,
80612,허운,,1959년 08월 18일,내야수(우투우타),0cm/0kg,중앙대,,,,
80614,헤어,,1967년 03월 26일,외야수(좌투좌타),0cm/0kg,미국 센트럴 미시건대,,,,
80615,홍순만,,1957년 07월 11일,포수(우투우타),0cm/0kg,동국대,,,,
80617,홍순호,,1962년 01월 21일,내야수(좌투좌타),0cm/0kg,경북고,,,,
80618,홍신차,,1959년 01월 03일,내야수(우투우타),0cm/0kg,일본 협립상고,,,,
80619,홍희섭,,1957년 02월 08일,내야수(우투우타),0cm/0kg,중앙고-성균관대,,,,
80620,황규봉,,1953년 04월 24일,투수(우투우타),0cm/0kg,고려대,,,,
80623,황윤태,,1963년 05월 08일,외야수(우투우타),0cm/0kg,부산고-동아대,,,,
81992,기세봉,,1960년 02월 01일,투수(우투우타),0cm/0kg,충암고,,,,
82000,함학수,76,1955년 01월 02일,(우투우타),182cm/88kg,경북고,,,,
82001,정구왕,,1954년 03월 26일,외야수(우투우타),0cm/0kg,중앙대,,,,
82003,선우대영,,1957년 09월 12일,투수(좌투좌타),0cm/0kg,중앙대,,,,
82004,김유동,,1954년 04월 09일,외야수(우투우타),0cm/0kg,한양대,,,,
82005,정종현,,1959년 12월 05일,포수(우투우타),0cm/0kg,한양대,,,,
82006,이홍범,98,1953년 02월 10일,(우투우타),168cm/68kg,남산초-선린중-장충고-OB,,,,89OB코치
82007,정혁진,,1960년 07월 05일,외야수(좌투좌타),0cm/0kg,고려대,,,,
82009,박영진,,1958년 07월 27일,투수(우투우타),0cm/0kg,성균관대,,,,
82046,박준영,,1953년 02월 20일,외야수(좌투좌타),0cm/0kg,선린상고,,,,
82110,김바위,,1955년 04월 08일,내야수(좌투좌타),0cm/0kg,배명고,,,,
82114,김용운,,1955년 06월 05일,포수(우투우타),0cm/0kg,천호상고,,,,
82116,김재박,70,1954년 05월 23일,(우투우타),174cm/77kg,대광고-영남대-MBC-LG-태평양,,,,
82121,이광은,90,1955년 06월 28일,(우투우타),178cm/78kg,배재고-연세대-MBC-LG,,,,
82122,이길환,77,1959년 07월 15일,(우투우타),0cm/0kg,연세대,,,,
82153,정영기,73,1956년 02월 29일,(우투우타),180cm/85kg,신흥초-한밭중-충암고-영남대-MBC-롯데-태평양,,,,83롯데
82156,차준섭,,1956년 10월 16일,투수(우투우타),0cm/0kg,휘문고-한양대,,,,
