,Unnamed: 0,선수명: ,등번호: ,생년월일: ,포지션: ,신장/체중: ,경력: ,입단 계약금: ,연봉: ,지명순위: ,입단년도: 
349,73213,손시헌,80.0,1980년 10월 19일,(우투우타),172cm/73kg,화곡초-선린중-선린정보고-동의대-두산-상무-두산-NC,,,03 두산 육성선수,03두산
350,73224,김만윤,69.0,1984년 07월 23일,외야수(우투양타),184cm/79kg,대신초-경남중-서울고-두산,,,,
351,73226,김성배,38.0,1981년 01월 12일,투수(우언우타),180cm/86kg,장안초-배명중-배명고-건국대-두산-상무-두산-롯데,,,99 OB 2차 8라운드 61순위,03두산
352,73228,전병두,90.0,1984년 10월 14일,(좌투좌타),181cm/77kg,부산중앙초-부산중-부산고-(대불대)-두산-KIA-SK,,,03 두산 2차 1라운드 8순위,03두산
353,73229,이리키,29.0,1967년 06월 03일,투수(우투우타),178cm/80kg,일본 가고시마고,,,,
354,73231,백승훈,31.0,1980년 05월 16일,내야수(우투우타),176cm/75kg,대전고-동국대,,,,
355,73232,정종수,64.0,1980년 05월 08일,포수(우투우타),178cm/88kg,도신초-선린중-선린정보고-한양대,,,,
356,73233,쿨바,33.0,1972년 06월 05일,내야수(우투우타),185cm/84kg,미국 루즈벨트고,,,,
357,73239,노기환,39.0,1980년 02월 10일,내야수(좌투좌타),182cm/80kg,서울고-건국대,,,,
358,73241,정재훈,73.0,1980년 01월 01일,(우투우타),178cm/83kg,역삼초-휘문중-휘문고-성균관대-두산-롯데-두산,,,99 OB 2차 5라운드 37순위,03두산
359,73246,백대운,46.0,1980년 11월 21일,외야수(좌투좌타),183cm/90kg,중앙고-영남대,,,,
360,73248,김승회,16.0,1981년 02월 11일,투수(우투우타),177cm/85kg,역삼초-배명중-배명고-탐라대-두산-롯데-SK,5000만원,17000만원,03 두산 2차 5라운드 40순위,03두산
361,73304,권영석,4.0,1984년 11월 05일,내야수(우투우타),173cm/68kg,충암고,,,,
362,73306,지석훈,10.0,1984년 03월 17일,내야수(우투우타),181cm/74kg,가동초-휘문중-휘문고-현대-우리-상무-넥센,25000만원,12500만원,03 현대 2차 1라운드 6순위,03현대
363,73317,신동민,33.0,1980년 03월 14일,투수(우언우타),185cm/83kg,성남고-경남대,,,,
364,73322,바워스,22.0,1971년 07월 27일,투수(우투우타),196cm/100kg,미국 로얄라 마운트대,,,,
365,73324,브룸바,24.0,1974년 04월 21일,외야수(우투우타),186cm/90kg,미국 델라와대-현대-히어로즈,,,,
366,73339,이종욱,93.0,1980년 06월 18일,(좌투좌타),176cm/78kg,면목초-홍은중-선린정보고-영남대-현대-상무-두산-NC,,,99 현대 2차 2라운드 16순위,03현대
367,73342,이택근,29.0,1980년 07월 10일,외야수(우투우타),183cm/89kg,배정초-대천중-경남상고-고려대-현대-우리-히어로즈-LG-넥센,25000만원,5000만원,99 현대 2차 3라운드 24순위,03현대
368,73343,노환수,43.0,1984년 06월 30일,투수(좌투좌타),180cm/82kg,중앙초-부산중-부산고-현대-우리-히어로즈-넥센,,,03 현대 2차 3라운드 22순위,04현대
369,73350,이유섭,50.0,1984년 08월 23일,내야수(우투우타),187cm/87kg,휘문고,,,,
370,73357,류상문,57.0,1983년 04월 20일,투수(좌투좌타),188cm/83kg,신일고,,,,
371,73363,권도영,75.0,1981년 02월 11일,(우투우타),177cm/85kg,본리초-대구중-대구상고-고려대-현대-상무-현대-우리-히어로즈-넥센,,,99 현대 2차 9라운드 72순위,03현대
372,73402,안상국,2.0,1980년 03월 21일,내야수(우투우타),177cm/75kg,대전고-중앙대,,,,
373,73409,강명구,97.0,1980년 10월 25일,(우투좌타),181cm/70kg,광주중앙초-진흥중-진흥고-탐라대-삼성-상무-삼성,,,03 삼성 2차 1라운드 7순위,03삼성
374,73413,임동규,11.0,1979년 06월 03일,투수(우투우타),185cm/97kg,갈산초-동성중-광주상고-동국대,,,99 삼성 2차 5라운드 38순위,
375,73415,권동식,52.0,1981년 01월 24일,투수(우투우타),180cm/85kg,마산고-동아대,,,,
376,73416,김태훈,16.0,1980년 04월 23일,내야수(우투우타),184cm/78kg,경기고-단국대,,,,
377,73419,김문수,37.0,1979년 09월 30일,투수(우언우타),180cm/78kg,월성초-경주중-경주고-계명대-삼성,,,,
378,73421,김형근,26.0,1983년 07월 07일,투수(좌투좌타),185cm/85kg,대구수창초-경운중-대구고,,,,
379,73424,라이언,24.0,1974년 11월 01일,투수(우투우타),190cm/91kg,미국 버지니아대,,,,
380,73438,김영복,38.0,1985년 02월 17일,내야수(우투우타),185cm/98kg,미성초-강남중-서울고,,,,
381,73440,주재필,40.0,1980년 09월 19일,투수(좌투좌타),176cm/83kg,충암고-성균관대,,,,
382,73441,윤석현,41.0,1984년 04월 15일,투수(우투우타),183cm/95kg,신일고,,,,
383,73455,곽용섭,88.0,1983년 02월 03일,내야수(좌투좌타),188cm/104kg,쌍문초-신일중-청원고-삼성-경찰-삼성,,,03 삼성 2차 2라운드 15순위,09LG
384,73468,허연철,12.0,1980년 08월 07일,외야수(우투우타),181cm/77kg,마산고-동아대,,,,
385,73503,보이,3.0,1966년 04월 14일,외야수(우투좌타),184cm/93kg,푸에르토리코 라살레고,,,,
386,73508,이석만,28.0,1980년 05월 08일,투수(우투우타),178cm/78kg,외서초-이수중-효천고-원광대-롯데-두산,,,,
387,73513,정보명,80.0,1980년 08월 23일,(우투우타),175cm/80kg,순천삼산초-이수중-효천고-동의대-롯데-상무-롯데,,,03 롯데 육성선수,03롯데
388,73521,김휘곤,51.0,1984년 07월 28일,투수(우투우타),187cm/85kg,인헌초-선린중-서울고-롯데-상무,,,03 롯데 2차 2라운드 9순위,
389,73537,양성제,31.0,1980년 12월 16일,투수(우언우타),182cm/83kg,대신초-중앙중-부산고-동의대-롯데,,,,
390,73540,김영화,40.0,1965년 11월 20일,포수(우투우타),185cm/94kg,일본 상관고,,,,
391,73543,박정준,17.0,1984년 06월 26일,외야수(좌투좌타),185cm/87kg,양덕초-경남중-경남고-롯데-상무-롯데-넥센,,,03 롯데 1차,03롯데
392,73553,모리,53.0,1975년 12월 12일,투수(우투우타),183cm/80kg,일본 일생학원제2고-롯데,,,03 롯데 자유선발,03롯데
393,73559,페레즈,3.0,1969년 06월 04일,외야수(우투우타),192cm/104kg,베네주엘라 라울 레오니스 오테로고,,,,
394,73563,이인구,9.0,1980년 11월 07일,외야수(우투좌타),186cm/94kg,강덕초(동부리틀)-잠신중-배재고-동아대-롯데-상무-롯데,,,03 롯데 2차 8라운드 57순위,03롯데
395,73564,이시온,34.0,1975년 09월 24일,외야수(우투우타),185cm/95kg,도미니카 바니고,,,,
396,73565,김주용,67.0,1980년 01월 17일,외야수(우투우타),185cm/100kg,성남고-고려대-롯데,,,,
397,73567,조인신,13.0,1980년 08월 14일,내야수(우투우타),183cm/87kg,서울고-건국대,,,,
398,73588,이시이,88.0,1964년 10월 25일,(우투우타),185cm/88kg,일본 호세대학,,,,
399,73602,차일목,81.0,1981년 01월 26일,(우투우타),176cm/81kg,본리초-경운중-대구상고-홍익대-KIA-한화,,,99 해태 2차 5라운드 36순위,03KIA
400,73604,김주호,6.0,1984년 04월 01일,내야수(우투좌타),184cm/79kg,대성초-충장중-광주제일고-KIA,,,,
401,73606,서동욱,91.0,1984년 03월 21일,(우투양타),188cm/99kg,서울학동초-휘문중-경기고-(전남과학대)-KIA-상무-LG-넥센-KIA,,,03 KIA 2차 1라운드 4순위,03KIA
402,73629,고우석,28.0,1984년 11월 03일,투수(우투우타),183cm/88kg,화정초-충장중-광주제일고-KIA-상무,,,03 KIA 1차,
403,73632,임준혁,21.0,1984년 10월 09일,투수(우투우타),182cm/100kg,인천숭의초-동산중-동산고-KIA-상무-KIA,,,03 KIA 2차 2라운드 12순위,03KIA
404,73641,박창열,41.0,1980년 05월 18일,외야수(우투우타),186cm/90kg,경남상고-동아대-KIA,,,,
405,73648,최재익,48.0,1980년 08월 24일,투수(우투우타),190cm/97kg,선린정보고-한양대,,,,
406,73650,최건호,69.0,1984년 08월 12일,투수(좌투좌타),187cm/80kg,덕수정보고,,,,
407,73653,존슨,54.0,1975년 10월 03일,투수(우투우타),187cm/77kg,캐나다 컴포짓고-KIA-SK,,,,
408,73654,이정상,54.0,1984년 07월 11일,외야수(좌투좌타),179cm/78kg,인창고,,,,
409,73657,조태수,20.0,1983년 05월 29일,투수(우투우타),183cm/88kg,화곡초-충암중-배명고-KIA-상무,,,02 KIA 2차 7라운드 53순위,03KIA
410,73666,최동락,66.0,1980년 12월 24일,외야수(우투우타),178cm/73kg,청주기공고-인하대-KIA,,,,
411,73675,이케우치,82.0,1952년 04월 07일,(우투우타),177cm/85kg,일본 시도상업고,,,,
412,73703,한상훈,3.0,1980년 06월 03일,내야수(우투좌타),176cm/78kg,화곡초-신일중-신일고-경희대,,,99 한화 2차 6라운드 42순위,03한화
413,73713,맹진국,26.0,1984년 08월 28일,내야수(우투우타),180cm/78kg,영흥고,,,,
414,73720,문용민,13.0,1980년 12월 06일,투수(좌투좌타),173cm/77kg,천안남산초-천안북중-북일고-연세대-한화,,,,
415,73725,이양기,88.0,1981년 01월 31일,(우투우타),184cm/90kg,상인천초-동인천중-동산고-탐라대-한화-상무-한화,,,99 한화 2차 12라운드 90순위,03한화
416,73732,고지행,1.0,1978년 05월 03일,내야수(우투우타),184cm/88kg,일본 마노시마고-한화-삼성,,,,
417,73736,신민기,77.0,1980년 12월 11일,(우투좌타),173cm/92kg,하단초-대동중-경남고-한양대-한화,,,,03한화
418,73738,안영명,38.0,1984년 11월 19일,투수(우투우타),183cm/90kg,천안남산초-천안북중-북일고-(대전대)-한화-KIA,18000만원,35000만원,03 한화 1차,03한화
419,73745,전경일,30.0,1980년 05월 16일,투수(우투우타),196cm/96kg,휘문고-성균관대,,,,
420,73746,에스트라다,46.0,1975년 10월 19일,투수(좌투좌타),183cm/79kg,베네주엘라 카라보보고,,,,
421,73747,메히아,46.0,1972년 04월 14일,내야수(우투우타),180cm/91kg,도미니카 셉티모디아고,,,,
422,73748,장순천,66.0,1981년 03월 01일,투수(우투우타),182cm/95kg,석천초-상인천중-부천고-제주산업대,,,,
423,73750,윤규진,55.0,1984년 07월 28일,투수(우투우타),185cm/90kg,대전신흥초-충남중-대전고-(대전대),9000만원,17000만원,03 한화 2차 2라운드 13순위,03한화
424,73757,최민준,37.0,1984년 04월 05일,외야수(좌투좌타),180cm/79kg,경주고,,,,
425,73801,송은범,46.0,1984년 03월 17일,투수(우투우타),182cm/93kg,서흥초-동산중-동산고-SK-KIA-한화,40000만원,27000만원,03 SK 1차,03SK
426,73817,한상준,19.0,1980년 11월 23일,외야수(우투우타),189cm/89kg,동산고-인하대,,,,
427,73823,스미스,23.0,1972년 11월 07일,투수(우투우타),178cm/75kg,미국 텍사스공대,,,,
428,73824,최경철,81.0,1980년 08월 15일,(우투우타),180cm/86kg,효자초-전주동중-전주고-동의대-SK-상무-SK-넥센-LG,,,99 쌍방울 2차우선,03SK
429,73825,이영욱,41.0,1980년 08월 13일,투수(우언우타),191cm/94kg,칠성초-경운중-대구상고-홍익대-SK-삼성,,,99 쌍방울 2차 8라운드 59순위,03SK
430,73827,김형철,9.0,1980년 05월 26일,내야수(우투좌타),176cm/79kg,장안초-건대부중-덕수정보고-성균관대-SK,,,99 쌍방울 2차 4라운드 27순위,08KIA
431,73829,정정호,29.0,1985년 02월 01일,투수(좌투좌타),186cm/76kg,인천고,,,,
432,73830,조진호,94.0,1975년 08월 16일,(우투우타),190cm/98kg,진북초-전라중-전주고-원광대-SK-삼성,,,,03SK
433,73848,디아즈,0.0,1971년 09월 29일,내야수(우투우타),178cm/86kg,베네주엘라 마르커스고,,,,
434,73853,송수근,64.0,1980년 06월 26일,외야수(우투우타),180cm/83kg,전주고-원광대,,,,
435,73856,양승학,66.0,1984년 01월 20일,외야수(우투우타),187cm/92kg,수유초-공주중-북일고-한화,,,,
436,73859,김재천,59.0,1984년 10월 18일,외야수(좌투좌타),178cm/80kg,진흥고,,,,
437,74103,박기남,76.0,1981년 08월 14일,(우투우타),175cm/80kg,길동초-건대부중-배재고-단국대-LG-상무-LG-KIA,,,00 LG 2차 6라운드 43순위,04LG
438,74123,후타도,23.0,1970년 02월 01일,투수(우투우타),188cm/88kg,베네주엘라 라라고,,,,
439,74124,쿠퍼,23.0,1974년 08월 19일,투수(우투우타),184cm/90kg,미국 USC대,,,,
440,74125,마틴,25.0,1967년 11월 24일,외야수(좌투좌타),188cm/98kg,미국 USC대,,,,
441,74130,민경수,124.0,1981년 05월 19일,투수(좌투좌타),185cm/90kg,내발산초-신월중-충암고-경성대-LG-SK,,,00 LG 2차 7라운드 51순위,04LG
442,74139,장진용,93.0,1986년 01월 28일,(우투우타),187cm/92kg,가동초-배명중-배명고-LG-상무-LG,,,04 LG 1차,04LG
443,74146,손기현,46.0,1981년 03월 03일,투수(우투우타),180cm/81kg,경주고-건국대,,,,
444,74148,이시찬,53.0,1985년 02월 25일,내야수(우투우타),182cm/84kg,고명초-건대부중-휘문고-(방송통신대)-LG-경찰-LG,,,04 LG 2차 4라운드 31순위,04LG
445,74154,구인환,54.0,1982년 01월 01일,내야수(우투우타),185cm/90kg,부산고-동의대,,,,
446,74157,강창주,57.0,1985년 07월 27일,투수(우투우타),188cm/95kg,대성초-충장중-동성고,,,04 LG 2차 1라운드 7순위,
447,74158,김태완,4.0,1981년 09월 19일,내야수(우투우타),174cm/81kg,영도초-경남중-경남고-중앙대-LG-경찰-LG,,,00 LG 2차 3라운드 19순위,04LG
448,74160,송현우,60.0,1981년 09월 16일,투수(우투우타),180cm/82kg,서흥초-대헌중-인천고-건국대,,,00 LG 2차 5라운드 35순위,
449,74163,이용규,19.0,1985년 08월 26일,외야수(좌투좌타),175cm/70kg,성동초-잠신중-덕수정보고-LG-KIA,,40000만원,04 LG 2차 2라운드 15순위,04LG
450,74167,심수창,67.0,1981년 02월 09일,투수(우투우타),185cm/85kg,고명초-이수중-배명고-한양대-LG-넥센-롯데-한화,,,00 LG 2차 11라운드 83순위,04LG
451,74169,허용,69.0,1982년 02월 03일,외야수(우투우타),187cm/87kg,덕수정보고-경희대,,,,
452,74206,김재호,52.0,1985년 03월 21일,내야수(우투우타),181cm/75kg,남정초-중앙중-중앙고-두산-상무,20000만원,65000만원,04 두산 1차,04두산
453,74215,윤석민,5.0,1985년 09월 04일,내야수(우투우타),180cm/88kg,구리초(구리리틀)-구리인창중-구리인창고-두산-넥센-KT,9000만원,18000만원,04 두산 2차 3라운드 20순위,04두산
454,74219,이경민,34.0,1985년 03월 07일,투수(우투우타),183cm/83kg,구암초-영남중-경동고,,,,
455,74223,용덕한,77.0,1981년 04월 09일,(우투우타),176cm/82kg,대구중앙초-대구중-대구상고-동아대-두산-상무-두산-롯데-KT-NC,,,04 두산 2차 8라운드 54순위,04두산
456,74229,김수훈,67.0,1980년 07월 10일,투수(우투우타),180cm/72kg,배명고-탐라대,,,,
457,74234,구자민,34.0,1981년 05월 03일,투수(우언우타),184cm/84kg,경동고-경희대,,,,
458,74239,홍마태,39.0,1981년 05월 05일,투수(좌투좌타),180cm/84kg,중앙고-고려대,,,,
459,74240,남찬섭,40.0,1985년 03월 01일,내야수(우투우타),188cm/95kg,중앙고,,,,
460,74242,방승재,8.0,1981년 05월 10일,외야수(우투좌타),177cm/75kg,충암고-동국대,,,,
461,74244,구명환,44.0,1986년 01월 13일,외야수(좌투좌타),185cm/85kg,경북고,,,,
462,74246,김혜겸,46.0,1985년 01월 05일,외야수(우투우타),185cm/95kg,상탑초-매송중-구리인창고,,,,
463,74247,이원희,87.0,1985년 07월 15일,외야수(우투우타),186cm/89kg,양정초-개성중-부산고-두산-상무,,,04 두산 2차 1라운드 4순위,08상무
464,74250,홍석균,50.0,1981년 09월 22일,내야수(우투우타),178cm/76kg,경동고-경희대,,,,
465,74256,송수,16.0,1984년 03월 04일,내야수(우투우타),185cm/82kg,중앙고,,,,
466,74260,김무학,60.0,1985년 09월 04일,투수(우투우타),184cm/80kg,경주고,,,,
467,74304,최현종,49.0,1985년 07월 08일,외야수(우투우타),180cm/85kg,송정동초-무등중-광주제일고-현대-경찰-우리-히어로즈-넥센,,,04 현대 2차 4라운드 29순위,08넥센
468,74336,피어리,36.0,1969년 12월 09일,투수(우투우타),186cm/90kg,미국 UCLA대,,,,
469,74338,박상진,38.0,1985년 10월 01일,투수(우투우타),188cm/80kg,성남고,,,,
470,74339,유한준,61.0,1981년 07월 01일,외야수(우투우타),186cm/97kg,부천신흥초-부천중-유신고-동국대-현대-우리-상무-넥센,6000만원,50000만원,00 현대 2차 3라운드 20순위,04현대
471,74346,이승주,37.0,1984년 04월 13일,외야수(우투좌타),180cm/74kg,청구초-중앙중-화순고,,,,
472,74358,조평호,25.0,1985년 08월 07일,내야수(우투우타),188cm/84kg,덕성초(안산리틀)-안산중앙중-부천고-현대-우리-넥센,,,04 현대 2차 7라운드 51순위,04현대
473,74359,오주원,15.0,1985년 03월 31일,투수(좌투좌타),184cm/95kg,청원초-청원중-청원고-현대-상무-히어로즈-넥센,15100만원,20000만원,04 현대 2차 1라운드 5순위,04현대
474,74362,장요상,62.0,1981년 08월 11일,외야수(우투우타),178cm/81kg,전주고-원광대,,,,
475,74363,박건우,19.0,1985년 04월 06일,투수(우투우타),183cm/87kg,미평초-여수중-영흥고-현대-우리-히어로즈-LG-롯데,,,04 현대 2차 2라운드 13순위,04현대
476,74366,김선일,66.0,1986년 02월 02일,투수(우투우타),184cm/80kg,전주고,,,,
477,74368,김동건,68.0,1984년 08월 08일,투수(우투우타),cm/kg,영흥고,,,,
478,74391,우원식,22.0,1986년 02월 20일,투수(좌투좌타),183cm/80kg,속초상고,,,,
479,74402,이정식,89.0,1981년 11월 02일,(우투우타),183cm/93kg,중대초-자양중-장충고-경성대-삼성-상무-삼성,,,04 삼성 2차 2라운드 16순위,04삼성
480,74404,오상준,67.0,1985년 03월 17일,내야수(우투우타),175cm/76kg,경북고,,,,
481,74412,정광섭,12.0,1985년 04월 06일,포수(우투우타),182cm/90kg,경주고,,,,
482,74429,오리어리,29.0,1969년 08월 04일,외야수(좌투좌타),181cm/90kg,미국 사이프레스고-차패이대,,,,
483,74430,로페즈,29.0,1974년 10월 15일,내야수(우투우타),189cm/90kg,도미니카 산페드로고,,,,
484,74444,허재인,44.0,1981년 05월 13일,외야수(좌투좌타),171cm/85kg,대전고-동아대,,,,
485,74449,서홍준,49.0,1985년 03월 19일,투수(좌투좌타),190cm/80kg,강릉고,,,,
486,74453,채형직,16.0,1986년 02월 26일,투수(우투우타),184cm/85kg,군산남초-군산중-군산상고,,,04 삼성 2차 5라운드 40순위,
487,74454,윤성환,1.0,1981년 10월 08일,투수(우투우타),183cm/88kg,감천초-대신중-부산상고-동의대,16000만원,40000만원,04 삼성 2차 1라운드 8순위,04삼성
488,74456,진종길,75.0,1981년 09월 23일,(우투좌타),178cm/80kg,성북초(마린스리틀)-부산동성중-부산고-동의대-삼성,,,,04삼성
489,74458,호지스,58.0,1973년 06월 24일,투수(우투우타),193cm/91kg,미국 클레인오크고,,,,
490,74459,이장희,59.0,1985년 06월 24일,외야수(우투좌타),186cm/79kg,서울고,,,,
491,74460,안태영,55.0,1985년 03월 15일,내야수(우투좌타),186cm/93kg,봉천초-강남중-선린인터넷고-삼성,,,04 삼성 2차 7라운드 52순위,04삼성
492,74465,박석민,18.0,1985년 06월 22일,내야수(우투우타),178cm/88kg,율하초-경복중-대구고-삼성-상무-삼성,18000만원,70000만원,04 삼성 1차,04삼성
493,74513,장원준,28.0,1985년 07월 31일,투수(좌투좌타),184cm/85kg,부산수영초-대동중-부산고-(영남사이버대)-롯데-경찰-롯데,35000만원,30000만원,04 롯데 1차,04롯데
494,74529,김수화,46.0,1986년 01월 12일,투수(우투우타),188cm/91kg,순천북초-이수중-효천고-(영남사이버대)-롯데-상무-롯데,,,04 롯데 2차 1라운드 1순위,10넥센
495,74534,라이온,25.0,1971년 11월 15일,외야수(좌투좌타),188cm/95kg,미국 듀크대,,,,
496,74536,김태우,36.0,1985년 03월 09일,내야수(우투우타),188cm/93kg,중앙고,,,,
497,74540,강민호,47.0,1985년 08월 18일,포수(우투우타),185cm/100kg,제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,125000만원,04 롯데 2차 3라운드 17순위,04롯데
498,74543,최대성,30.0,1985년 05월 17일,투수(우투우타),183cm/106kg,동삼초-부산중-부산고-롯데-KT,,,04 롯데 2차 2라운드 9순위,04롯데
499,74548,이정동,30.0,1985년 07월 17일,투수(우투우타),180cm/90kg,충암초-충암중-덕수정보고-(영남사이버대)-롯데-상무,,,04 롯데 2차 5라운드 33순위,
500,74556,허준혁,18.0,1985년 12월 15일,투수(우투우타),180cm/90kg,김해삼성초-김해내동중-용마고,,,04 롯데 2차 6라운드 41순위,04롯데
501,74558,곽주섭,58.0,1980년 11월 09일,외야수(우투우타),181cm/87kg,경남상고-경성대,,,,
502,74559,황이갑,59.0,1981년 05월 22일,내야수(좌투좌타),184cm/92kg,춘천고-연세대,,,,
503,74560,김종성,25.0,1985년 10월 03일,외야수(우투우타),182cm/82kg,청주기공고,,,,
504,74562,성민국,62.0,1982년 02월 09일,포수(우투우타),173cm/81kg,부산고-중앙대,,,,
505,74564,서정호,32.0,1981년 12월 24일,외야수(우투우타),185cm/93kg,개금초-개성중-경남고-한양대-롯데,,,,
506,74565,박진환,5.0,1981년 03월 10일,내야수(우투우타),183cm/86kg,양정초-개성중-경남고-동아대,,,00 롯데 2차 5라운드 39순위,
507,74605,김주형,33.0,1985년 12월 15일,내야수(우투우타),186cm/108kg,학강초-광주동성중-광주동성고-KIA-상무,,,04 KIA 1차,04KIA
508,74620,이동현,20.0,1979년 11월 15일,투수(우투우타),188cm/92kg,봉천초-강남중-청주기공고-단국대-상무-KIA,,,04 KIA 2차 1라운드 6순위,
509,74630,박근홍,61.0,1985년 08월 22일,투수(좌투좌타),180cm/90kg,양정초-부산동성중-부산고-KIA-삼성,,,04 KIA 2차 2라운드 14순위,04KIA
510,74635,주창훈,49.0,1981년 12월 17일,내야수(좌투좌타),185cm/90kg,광주상고-원광대,,,,
511,74642,김성호,42.0,1981년 04월 30일,포수(우투우타),186cm/90kg,광주상고-건국대,,,,
512,74643,박강우,31.0,1980년 07월 19일,투수(우언우타),177cm/77kg,광주상고-성균관대,,,,
513,74644,권희석,69.0,1985년 05월 13일,내야수(우투우타),190cm/98kg,이평초-여수중-진흥고,,,04 KIA 2차 3라운드 22위,
514,74647,이상화,41.0,1980년 09월 15일,투수(우투우타),182cm/84kg,송오초-포항중-경주고-경성대-KIA-상무,,,04 KIA 2차 4라운드 30순위,04KIA
515,74650,이영수,76.0,1981년 05월 09일,(우투우타),184cm/90kg,대구수창초-경운중-대구상고-한양대-KIA-상무-KIA,,,00 해태 2차 4라운드 26순위,04KIA
516,74651,김성계,41.0,1985년 05월 23일,투수(우투우타),190cm/87kg,서림초-충장중-광주제일고-KIA-상무-KIA,,,04 KIA 2차 5라운드 38순위,04KIA
517,74653,마뇽,53.0,1973년 06월 10일,투수(우투우타),185cm/83kg,도미니카 산티아고고,,,,
518,74704,권영근,13.0,1981년 11월 16일,내야수(우투우타),177cm/73kg,덕수정보고-건국대,,,,
519,74720,조문기,20.0,1981년 04월 12일,포수(우투우타),183cm/86kg,중앙고-고려대,,,,
520,74723,엔젤,23.0,1975년 02월 16일,내야수(우투우타),178cm/100kg,도미니카 푸에르토리코고,,,,
521,74726,조영민,66.0,1981년 03월 11일,투수(우투우타),175cm/90kg,송정동초-충장중-광주제일고-연세대-한화-SK-LG,,,00 한화 2차 6라운드 48순위,04한화
522,74728,김창훈,19.0,1985년 10월 03일,투수(좌언좌타),183cm/82kg,가장초-천안북중-북일고-한화-두산,,,04 한화 1차,04한화
523,74729,최진행,25.0,1985년 08월 17일,외야수(우투우타),188cm/100kg,서울동원초-청량중-덕수정보고-(우송대)-한화-경찰,10000만원,16000만원,04 한화 2차 2라운드 10순위,04한화
524,74731,송창식,31.0,1985년 03월 25일,투수(우투우타),183cm/104kg,서원초-세광중-세광고,20000만원,16000만원,04 한화 2차 1라운드 2순위,04한화
525,74745,고동진,80.0,1980년 04월 01일,(좌투좌타),183cm/85kg,대전중리초-한밭중-대전고-성균관대-한화,,,00 한화 2차 4라운드 32순위,04한화
526,74746,이창훈,46.0,1981년 03월 25일,내야수(우투우타),175cm/65kg,북일고-연세대,,,,
527,74748,정재원,12.0,1984년 08월 11일,투수(우언우타),187cm/84kg,광주서림초-충장중-안산공고-한화,,,04 한화 2차 4라운드 26순위,04한화
528,74756,박노민,72.0,1985년 08월 18일,(우투우타),182cm/95kg,공주중동초-공주중-공주고-(대전대)-한화-상무-한화,,,04 한화 2차 3라운드 18순위,04한화
529,74761,윤경영,31.0,1980년 08월 12일,투수(우투우타),187cm/88kg,유천초-한밭중-대전고-동의대-한화-경찰,,,99 LG 2차 7라운드 55순위,
530,74807,안용휘,7.0,1981년 09월 28일,내야수(우투양타),178cm/73kg,신일고-고려대,,,,
531,74817,김종민,42.0,1981년 06월 30일,투수(좌투좌타),175cm/74kg,성남고-탐라대,,,,
532,74823,임훈,70.0,1985년 07월 17일,(좌투좌타),186cm/86kg,수유초-신일중-신일고-SK-롯데-SK-LG,,,04 SK 2차 5라운드 35순위,04SK
533,74828,카브레라,50.0,1972년 03월 24일,투수(우투우타),183cm/81kg,도미니카 산티아고고-SK,,,,
534,74836,최혁길,36.0,1981년 03월 25일,투수(우투우타),179cm/76kg,강릉고-경남대,,,,
535,74838,윤희상,66.0,1985년 05월 17일,투수(우투우타),193cm/90kg,구리초(구리리틀)-구리인창중-선린인터넷고,20000만원,7500만원,04 SK 2차 1라운드 3순위,04SK
536,74840,박권수,40.0,1985년 08월 12일,투수(우투우타),180cm/78kg,안산공고,,,,
537,74846,박정권,83.0,1981년 07월 21일,(좌투좌타),187cm/96kg,효자초-전주동중-전주고-동국대-SK-상무-SK,,,00 쌍방울 2차 9라운드 65순위,04SK
538,74849,김원,49.0,1978년 09월 23일,외야수(우투우타),183cm/93kg,진흥고-원광대,,,,
539,74857,정우람,57.0,1985년 06월 01일,투수(좌투좌타),181cm/82kg,하단초-대동중-경남상고-SK,8500만원,80000만원,04 SK 2차 2라운드 11순위,04SK
540,74858,지훈,19.0,1986년 02월 22일,투수(우언우타),181cm/75kg,가동초-잠신중-공주고,,,04 SK 2차 3라운드 19순위,
541,75113,백자룡,13.0,1986년 10월 16일,내야수(우투우타),185cm/88kg,야탑고,,,,
542,75125,박병호,52.0,1986년 07월 10일,내야수(우투우타),185cm/107kg,영일초(광명리틀)-영남중-성남고-LG-상무-LG-넥센,33000만원,200000만원,05 LG 1차,05LG
543,75131,손상정,52.0,1982년 04월 07일,투수(우언우타),180cm/70kg,청주석교초-세광중-세광고-원광대-LG,,,,
544,75138,신재웅,11.0,1982년 03월 28일,투수(좌투좌타),181cm/85kg,사파초-창원신월중-마산고-동의대-LG-두산-LG,6000만원,11000만원,05 LG 2차 3라운드 19순위,05LG
545,75143,강병우,64.0,1986년 12월 26일,외야수(우투좌타),183cm/84kg,화곡초-성남중-성남고-LG-상무,,,05 LG 2차 6라운드 42순위,10넥센
546,75149,홍성용,88.0,1986년 11월 18일,(좌투좌타),180cm/85kg,온양온천초-온양중-북일고-LG-경찰-LG-NC-KT,,,05 LG 2차 5라운드 35순위,05LG
547,75151,정의윤,37.0,1986년 07월 25일,외야수(우투우타),185cm/90kg,신곡초(부산마린스리틀)-대천중-부산고-LG-상무-LG,23000만원,30000만원,05 LG 2차 1라운드 3순위,05LG
548,75154,클리어,26.0,1973년 08월 21일,외야수(우투우타),178cm/86kg,미국 발란스고-LG,,,,
